"1633","18","383"
"1634","14","175"
"1635","4","125"
"1636","7","242"
"1637","25","583"
"1638","17","309"
"1639","18","643"
"1640","18","329"
"1641","24","488"
"1642","10","210"
"1644","16","317"
"1645","14","364"
"1647","16","334"
"1648","12","345"
"1649","12","375"
"1650","9","253"
"1652","7","182"
"1654","15","443"
"1655","16","327"
"1656","26","380"
"1657","19","309"
"1658","24","389"
"1659","20","288"
"1660","24","318"
"1661","15","133"
"1662","18","332"
"1663","20","395"
"1664","15","192"
"1665","21","319"
"1666","21","281"
"1667","14","195"
"1668","22","313"
"1670","4","170"
"1671","13","716"
"1679","4","410"
"1682","5","467"
"1869","4","87"
"1972","6","133"
"2027","9","600"
"2166","22","659"
"2167","34","712"
"2168","19","473"
"2169","18","156"
"2170","18","448"
"2171","17","207"
"2172","23","303"
"2173","9","213"
"2174","11","330"
"2175","4","193"
"2176","13","277"
"2177","22","451"
"2178","11","215"
"2179","10","272"
"2180","17","330"
"2181","7","119"
"2182","9","195"
"2183","22","526"
"2184","11","134"
"2185","13","158"
"2186","23","561"
"2187","10","158"
"2188","18","641"
"2189","14","271"
"2190","14","197"
"2191","12","227"
"2192","9","250"
"2193","16","183"
"2194","21","189"
"2195","21","381"
"2196","22","536"
"2197","12","153"
"2198","12","141"
"2199","21","232"
"2200","14","208"
"2201","14","187"
"2202","23","317"
"2203","10","219"
"2204","36","713"
"2205","30","256"
"2206","23","258"
"2207","26","424"
"2208","15","327"
"2209","16","438"
"2210","18","270"
"2211","29","651"
"2212","23","241"
"2213","30","402"
"2214","18","255"
"2215","15","205"
"2216","10","333"
"2217","16","338"
"2218","21","533"
"2219","16","258"
"2220","15","328"
"2221","19","433"
"2222","27","835"
"2223","19","385"
"2224","13","279"
"2225","15","307"
"2226","23","387"
"2227","14","220"
"2228","20","270"
"2229","9","399"
"2230","13","206"
"2231","14","288"
"2232","21","294"
"2233","5","474"
"2234","26","468"
"2235","27","524"
"2236","20","336"
"2237","26","506"
"2238","26","450"
"2239","24","366"
"2240","17","289"
"2241","19","189"
"2242","21","352"
"2243","17","269"
"2253","1","76"
"2383","11","265"
"2384","15","569"
"2385","10","428"
"2386","13","378"
"2387","14","443"
"2388","14","592"
"2389","13","895"
"2390","12","398"
"2391","11","338"
"2392","16","706"
"2393","14","538"
"2394","12","775"
"2395","14","562"
"2396","12","1173"
"2861","1","11"
"2862","1","4"
"2863","10","421"
"2864","19","490"
"2865","21","831"
"2866","12","331"
"2867","14","745"
"2868","23","619"
"2869","9","290"
"2870","19","618"
"2871","5","152"
"2872","21","1005"
"2873","16","718"
"2874","14","366"
"2875","19","646"
"2876","11","537"
"2877","1","44"
"2878","13","221"
"2879","13","225"
"2880","7","224"
"2881","13","177"
"2882","13","424"
"2883","9","224"
"2884","16","319"
"2885","22","710"
"2886","22","430"
"2887","15","287"
"2888","12","486"
"2889","13","430"
"2890","13","306"
"2891","18","496"
"2892","10","362"
"2893","12","316"
"2903","1","15"
"2906","2","73"
"2907","6","156"
"2908","6","102"
"2909","14","124"
"2910","9","141"
"2911","7","32"
"2912","13","147"
"2913","11","225"
"2914","18","288"
"2915","11","175"
"2916","10","314"
"2917","12","164"
"2918","7","124"
"2919","9","152"
"3007","3","42"
"3008","18","290"
"3009","21","213"
"3010","24","298"
"3011","19","300"
"3012","26","303"
"3013","23","263"
"3014","23","355"
"3015","11","102"
"3016","21","413"
"3017","16","260"
"3019","15","193"
"3020","14","299"
"3021","18","194"
"3022","26","296"
"3023","22","340"
"3024","16","282"
"3025","28","580"
"3026","11","469"
"3027","24","388"
"3028","13","225"
"3029","22","286"
"3030","18","317"
"3032","20","238"
"3033","11","699"
"3034","27","235"
"3035","17","250"
"3036","18","201"
"3037","26","316"
"3038","33","438"
"3039","29","238"
"3040","21","234"
"3041","28","504"
"3042","1","16"
"3043","16","232"
"3044","18","302"
"3045","23","314"
"3046","13","225"
"3048","15","614"
"3049","25","635"
"3050","25","585"
"3051","26","885"
"3052","20","582"
"3055","19","509"
"3059","25","519"
"3060","27","447"
"3061","27","437"
"3062","18","467"
"3063","17","387"
"3065","16","505"
"3066","32","418"
"3067","23","367"
"3068","18","374"
"3069","18","280"
"3070","15","262"
"3071","20","313"
"3072","18","338"
"3073","27","301"
"3074","29","221"
"3075","15","464"
"3229","26","87"
"3230","26","109"
"3231","23","131"
"3232","21","85"
"3234","22","103"
"3235","18","50"
"3236","19","103"
"3238","17","53"
"3239","27","94"
"3240","19","59"
"3241","12","54"
"3242","19","87"
"3243","20","104"
"3244","14","109"
"3245","26","169"
"3246","14","64"
"3247","24","131"
"3248","19","194"
"3249","24","104"
"3250","21","155"
"3251","26","128"
"3252","15","89"
"3253","28","153"
"3254","32","403"
"3255","9","65"
"3256","21","111"
"3257","20","132"
"3258","7","63"
"3259","19","236"
"3260","21","127"
"3261","14","231"
"3262","22","135"
"3263","29","360"
"3264","20","72"
"3265","19","253"
"3268","20","546"
"3269","17","273"
"3270","9","111"
"3271","26","223"
"3272","15","259"
"3273","22","211"
"3274","12","89"
"3275","23","294"
"3276","23","322"
"3277","15","188"
"3278","20","873"
"3279","33","585"
"3280","19","184"
"3281","22","281"
"3282","16","108"
"3283","24","314"
"3284","19","182"
"3285","24","337"
"3286","20","186"
"3287","23","309"
"3288","17","313"
"3289","20","442"
"3290","17","485"
"3291","24","578"
"3292","18","579"
"3293","18","592"
"3294","12","382"
"3295","17","544"
"3296","12","409"
"3297","13","465"
"3298","26","918"
"3299","15","614"
"3300","21","448"
"3301","10","263"
"3302","14","608"
"3303","9","402"
"3304","29","1060"
"3305","18","487"
"3306","25","913"
"3307","18","579"
"3310","25","672"
"3313","31","913"
"3314","11","369"
"3315","13","579"
"3316","18","322"
"3318","17","543"
"3319","11","459"
"3320","13","268"
"3321","20","535"
"3322","10","531"
"3323","13","456"
"3324","13","343"
"3325","9","328"
"3326","9","522"
"3327","15","557"
"3328","7","312"
"3329","4","184"
"3332","16","952"
"3333","10","271"
"3334","14","307"
"3335","20","588"
"3336","1","14"
"3338","6","239"
"3339","13","436"
"8781","39","996"
"8782","32","1393"
"8785","29","532"
"8789","34","512"
"8791","32","838"
"8792","31","978"
"8795","1","12"
"8797","30","705"
"8798","48","996"
"8799","29","565"
"8800","38","607"
"8801","32","745"
"8806","30","713"
"8807","36","867"
"8808","34","835"
"8811","42","1093"
"8815","30","548"
"8816","24","536"
"8817","35","1455"
"8818","33","823"
"8820","37","1179"
"8822","31","482"
"8825","33","832"
"8826","24","458"
"8828","42","1114"
"8829","27","670"
"8830","33","678"
"8831","28","846"
"8835","28","794"
"8838","50","1312"
"8839","35","890"
"8842","43","919"
"8847","44","826"
"8848","30","575"
"8850","39","890"
"8851","44","1308"
"8852","39","695"
"8853","29","483"
"8854","25","605"
"8855","39","950"
"8856","40","942"
"8857","40","1070"
"8858","27","586"
"8859","41","817"
"8860","28","677"
"8861","29","453"
"8862","25","333"
"8863","25","567"
"8864","31","908"
"8865","33","457"
"8866","34","919"
"8867","29","554"
"8868","28","751"
"8870","30","691"
"8871","26","479"
"8872","23","396"
"8873","26","567"
"8891","22","1801"
"8892","8","2443"
"8893","13","4277"
"8894","6","2115"
"8895","12","3309"
"8896","17","1743"
"8897","16","2440"
"8898","8","4126"
"8899","18","1618"
"8900","12","1900"
"8901","17","1155"
"8902","15","3825"
"8903","12","1681"
"8904","12","3880"
"8905","6","1514"
"8906","18","5161"
"8907","17","1885"
"8908","14","2481"
"8909","14","1276"
"8910","21","1459"
"8911","7","2212"
"8912","12","1892"
"8913","8","3103"
"8915","16","1918"
"8916","12","3538"
"8917","13","2272"
"8918","20","2114"
"8919","8","799"
"8920","3","1132"
"8921","9","3224"
"8922","4","1116"
"8923","6","736"
"8924","16","932"
"8925","15","2119"
"8926","18","946"
"8927","20","2204"
"8928","18","1787"
"8929","11","3912"
"8930","5","1166"
"8931","4","1081"
"8932","12","1636"
"8933","17","3494"
"8934","7","1390"
"8935","23","1362"
"8936","17","1389"
"8937","13","3817"
"8938","6","1529"
"8939","22","1102"
"8940","15","1955"
"8941","8","462"
"8942","20","1354"
"8943","6","1033"
"8944","12","5412"
"8945","8","2769"
"8946","15","1715"
"8947","12","2363"
"8948","11","2114"
"8949","15","3667"
"8950","25","2249"
"8951","8","1656"
"8952","21","1885"
"8953","18","1656"
"8954","15","4345"
"8955","15","1618"
"8956","11","3133"
"8957","4","428"
"8958","8","3026"
"8959","12","1468"
"8960","13","1377"
"8961","14","3648"
"8962","17","3754"
"8963","18","3040"
"8964","11","1251"
"8965","7","2106"
"8966","13","2370"
"8967","19","1211"
"8968","7","1706"
"8969","9","2212"
"8970","10","249"
"8973","1","21"
"8975","3","121"
"8976","1","30"
"8977","5","209"
"8979","3","77"
"8980","14","479"
"8981","9","1809"
"8982","16","914"
"8983","15","1547"
"8984","8","485"
"8985","10","4322"
"8986","7","1229"
"8987","14","3448"
"8988","5","977"
"8989","12","1655"
"8990","13","1333"
"8991","9","669"
"8992","15","3216"
"8993","2","223"
"8994","16","1641"
"8995","6","433"
"8996","5","348"
"8997","8","568"
"8998","12","3362"
"8999","13","1930"
"9000","10","1855"
"9001","18","1150"
"9002","18","1770"
"9003","11","1804"
"9004","8","2734"
"9005","10","1860"
"9006","3","1499"
"9007","8","1012"
"9008","3","304"
"9009","18","3575"
"9010","15","3077"
"9011","15","1250"
"9012","23","988"
"9013","9","1063"
"9014","18","1490"
"9015","19","1094"
"9016","17","1933"
"9017","3","63"
"9021","8","180"
"9022","10","233"
"9024","9","206"
"9026","9","206"
"9028","4","91"
"9030","7","144"
"9032","31","758"
"9043","24","674"
"9044","2","80"
"9045","3","67"
"9046","26","835"
"9047","7","151"
"9048","15","424"
"9049","23","803"
"9051","23","780"
"9053","17","397"
"9054","15","555"
"9055","11","267"
"9056","1","22"
"9060","1","27"
"9061","2","55"
"9062","2","48"
"9063","4","159"
"9066","10","401"
"9067","1","11"
"9074","10","379"
"9075","14","462"
"9077","11","797"
"9078","14","587"
"9079","11","361"
"9080","10","315"
"9082","29","896"
"9083","26","879"
"9084","32","624"
"9085","22","620"
"9086","1","6"
"9087","3","63"
"9088","4","86"
"9089","25","273"
"9090","17","245"
"9091","1","15"
"9092","11","541"
