"815","18"
"816","45"
"817","20"
"818","18"
"819","17"
"820","42"
"821","30"
"822","26"
"823","23"
"824","16"
"825","22"
"826","27"
"827","28"
"828","29"
"829","12"
"830","12"
"831","24"
"832","20"
"833","18"
"834","24"
"835","24"
"836","28"
"837","20"
"838","10"
"839","20"
"840","11"
"841","19"
"842","13"
"843","35"
"844","2"
"845","26"
"846","31"
"847","16"
"848","62"
"849","15"
"850","21"
"851","22"
"852","12"
"853","17"
"854","22"
"855","17"
"856","18"
"857","19"
"858","20"
"859","1"
"860","19"
"861","28"
"863","26"
"864","25"
"865","21"
"869","11"
"870","12"
"871","14"
"872","21"
"873","16"
"874","12"
"875","12"
"876","23"
"877","19"
"878","19"
"879","13"
"880","14"
"881","23"
"882","17"
"883","20"
"884","17"
"885","19"
"886","18"
"887","23"
"888","25"
"889","18"
"890","10"
"891","13"
"892","9"
"893","13"
"894","23"
"895","16"
"896","22"
"897","16"
"898","17"
"899","15"
"900","22"
"901","22"
"902","28"
"903","28"
"904","30"
"905","30"
"906","17"
"907","18"
"908","25"
"909","33"
"910","20"
"911","17"
"912","13"
"913","15"
"914","21"
"915","20"
"916","22"
"917","15"
"918","15"
"919","22"
"920","18"
"921","27"
"922","20"
"923","24"
"924","22"
"925","21"
"926","26"
"927","8"
"928","16"
"929","16"
"930","12"
"931","12"
"932","19"
"933","17"
"934","13"
"935","14"
"936","18"
"937","15"
"938","15"
"939","10"
"940","14"
"941","17"
"942","40"
"943","29"
"944","34"
"945","22"
"946","15"
"947","21"
"948","17"
"949","24"
"950","17"
"951","17"
"952","16"
"953","20"
"954","16"
"955","19"
"962","12"
"963","14"
"965","18"
"966","20"
"967","13"
"968","2"
"972","5"
"973","5"
"974","11"
"975","11"
"976","15"
"977","9"
"978","16"
"979","18"
"980","32"
"981","14"
"982","23"
"983","12"
"984","22"
"985","12"
"986","17"
"987","11"
"988","18"
"989","15"
"990","10"
"991","14"
"992","12"
"993","19"
"994","22"
"995","20"
"996","10"
"997","15"
"998","11"
"999","13"
"1000","15"
"1001","13"
"1002","8"
"1003","16"
"1004","12"
"1005","14"
"1006","24"
"1008","17"
"1009","10"
"1010","12"
"1011","19"
"1012","19"
"1013","20"
"1014","31"
"1015","18"
"1016","15"
"1017","14"
"1018","21"
"1020","14"
"1021","12"
"1022","17"
"1023","10"
"1027","14"
"1028","12"
"1029","9"
"1030","11"
"1031","12"
"1032","11"
"1033","15"
"1034","41"
"1035","12"
"1036","11"
"1037","12"
"1038","12"
"1039","18"
"1040","10"
"1041","14"
"1042","16"
"1043","11"
"1044","14"
"1046","20"
"1047","15"
"1048","15"
"1049","15"
"1050","8"
"1051","9"
"1052","11"
"1053","15"
"1054","16"
"1055","9"
"1056","9"
"1057","10"
"1058","11"
"1059","20"
"1060","19"
"1061","17"
"1062","23"
"1063","27"
"1064","23"
"1065","35"
"1066","16"
"1067","16"
"1068","29"
"1069","21"
"1070","13"
"1072","28"
"1073","23"
"1074","23"
"1075","21"
"1076","26"
"1077","25"
"1078","22"
"1079","20"
"1080","22"
"1081","39"
"1082","14"
"1083","20"
"1086","17"
"1087","19"
"1088","30"
"1089","17"
"1090","17"
"1091","16"
"1092","17"
"1093","21"
"1094","17"
"1095","21"
"1096","21"
"1097","24"
"1098","20"
"1099","28"
"1100","24"
"1101","21"
"1102","24"
"1103","16"
"1104","24"
"1105","11"
"1106","15"
"1107","21"
"1108","21"
"1109","17"
"1110","17"
"1111","18"
"1112","23"
"1113","26"
"1114","28"
"1115","22"
"1116","22"
"1117","25"
"1118","31"
"1119","18"
"1120","22"
"1121","20"
"1122","21"
"1123","15"
"1124","24"
"1125","19"
"1126","28"
"1127","21"
"1128","21"
"1129","18"
"1130","18"
"1131","20"
"1132","25"
"1133","30"
"1134","26"
"1135","20"
"1136","16"
"1137","21"
"1138","12"
"1139","14"
"1140","19"
"1141","7"
"1142","21"
"1143","19"
"1144","14"
"1145","26"
"1146","11"
"1147","18"
"1148","12"
"1149","25"
"1150","5"
"1151","8"
"1152","13"
"1153","13"
"1154","20"
"1155","15"
"1156","17"
"1157","20"
"1158","21"
"1159","20"
"1160","12"
"1161","23"
"1162","23"
"1163","18"
"1164","17"
"1165","14"
"1166","21"
"1167","16"
"1168","16"
"1169","20"
"1170","10"
"1171","20"
"1172","12"
"1173","27"
"1174","12"
"1175","17"
"1176","14"
"1177","11"
"1228","5"
"1229","12"
"1230","10"
"1231","7"
"1232","9"
"1233","9"
"1234","12"
"1235","9"
"1236","5"
"1237","13"
"1238","9"
"1239","4"
"1240","8"
"1241","8"
"1242","18"
"1243","10"
"1244","16"
"1245","10"
"1246","12"
"1247","14"
"1248","15"
"1249","6"
"1250","9"
"1280","5"
"1281","11"
"1282","6"
"1283","8"
"1284","5"
"1285","3"
"1286","6"
"1287","7"
"1288","9"
"1289","12"
"1290","9"
"1291","10"
"1292","3"
"1293","6"
"1294","1"
"1295","6"
"1296","5"
"1493","3"
"1494","15"
"1495","1"
"1496","10"
"1497","1"
"1499","20"
"1500","8"
"1501","12"
"1502","2"
"1503","1"
"1504","7"
"1505","12"
"1506","14"
"1507","7"
"1508","5"
"1509","14"
"1510","10"
"1511","8"
"1512","28"
"1513","13"
"1514","14"
"1515","12"
"1516","22"
"1517","12"
"1518","19"
"1519","15"
"1520","15"
"1521","17"
"1522","12"
"1523","18"
"1524","13"
"1525","17"
"1526","12"
"1527","19"
"1528","14"
"1529","13"
"1530","26"
"1531","17"
"1532","13"
"1533","16"
"1534","1"
"1535","19"
"1536","17"
"1537","10"
"1538","11"
"1539","5"
"1540","17"
"1541","17"
"1542","28"
"1543","22"
"1544","1"
"1545","11"
"1546","9"
"1547","15"
"1548","22"
"1549","22"
"1550","22"
"1551","25"
"1552","12"
"1553","18"
"1554","11"
"1555","15"
"1556","17"
"1557","14"
"1558","25"
"1559","13"
"1560","12"
"1561","21"
"1562","20"
"1563","15"
"1564","16"
"1565","8"
"1566","18"
"1567","12"
"1568","22"
"1569","25"
"1570","23"
"1571","20"
"1572","23"
"1573","23"
"1574","1"
"1575","33"
"1576","21"
"1577","28"
"1578","15"
"1579","24"
"1580","25"
"1581","15"
"1582","1"
"1585","22"
"1586","9"
"1587","15"
"1588","2"
"1589","14"
"1590","10"
"1591","12"
"1592","12"
"1593","12"
"1594","13"
"1595","8"
"1598","9"
"1599","28"
"1600","17"
"1601","26"
"1602","29"
"1603","21"
"1604","10"
"1605","32"
"1606","25"
"1607","23"
"1608","26"
"1609","30"
"1610","32"
"1611","23"
"1612","19"
"1614","30"
"1615","29"
"1616","18"
"1617","34"
"1618","21"
"1619","27"
"1620","22"
"1621","30"
"1622","26"
"1623","27"
"1624","22"
"1625","28"
"1626","37"
"1627","23"
"1628","25"
"1629","20"
"1630","19"
"1631","21"
"1632","15"
"1633","27"
"1634","21"
"1635","18"
"1636","17"
"1637","26"
"1638","30"
"1639","21"
"1640","21"
"1641","31"
"1642","16"
"1643","13"
"1644","25"
"1645","16"
"1646","16"
"1647","17"
"1648","13"
"1649","17"
"1650","15"
"1651","29"
"1652","20"
"1653","12"
"1654","17"
"1655","29"
"1656","33"
"1657","19"
"1658","27"
"1659","27"
"1660","26"
"1661","17"
"1662","24"
"1663","23"
"1664","19"
"1665","22"
"1666","21"
"1667","15"
"1668","23"
"1669","10"
"1670","7"
"1671","13"
"1672","14"
"1673","8"
"1674","10"
"1675","13"
"1676","8"
"1677","10"
"1678","13"
"1679","7"
"1680","9"
"1681","7"
"1682","11"
"1869","4"
"1972","13"
"2027","10"
"2166","34"
"2167","43"
"2168","20"
"2169","23"
"2170","19"
"2171","28"
"2172","25"
"2173","12"
"2174","22"
"2175","9"
"2176","23"
"2177","32"
"2178","26"
"2179","29"
"2180","20"
"2181","23"
"2182","20"
"2183","27"
"2184","14"
"2185","14"
"2186","24"
"2187","16"
"2188","44"
"2189","23"
"2190","21"
"2191","32"
"2192","11"
"2193","21"
"2194","21"
"2195","23"
"2196","23"
"2197","14"
"2198","18"
"2199","26"
"2200","15"
"2201","16"
"2202","23"
"2203","16"
"2204","43"
"2205","31"
"2206","27"
"2207","33"
"2208","22"
"2209","16"
"2210","19"
"2211","34"
"2212","24"
"2213","32"
"2214","18"
"2215","17"
"2216","12"
"2217","25"
"2218","24"
"2219","19"
"2220","37"
"2221","25"
"2222","36"
"2223","21"
"2224","23"
"2225","31"
"2226","24"
"2227","29"
"2228","27"
"2229","30"
"2230","25"
"2231","20"
"2232","23"
"2233","9"
"2234","28"
"2235","32"
"2236","24"
"2237","44"
"2238","32"
"2239","24"
"2240","29"
"2241","29"
"2242","27"
"2243","17"
"2253","2"
"2254","1"
"2376","1"
"2377","1"
"2381","1"
"2382","1"
"2383","11"
"2384","15"
"2385","15"
"2386","13"
"2387","14"
"2388","14"
"2389","13"
"2390","12"
"2391","13"
"2392","16"
"2393","14"
"2394","12"
"2395","16"
"2396","12"
"2861","1"
"2862","1"
"2863","13"
"2864","25"
"2865","21"
"2866","21"
"2867","21"
"2868","30"
"2869","24"
"2870","23"
"2871","19"
"2872","26"
"2873","24"
"2874","18"
"2875","26"
"2876","13"
"2877","1"
"2878","21"
"2879","20"
"2880","22"
"2881","14"
"2882","21"
"2883","9"
"2884","18"
"2885","36"
"2886","25"
"2887","18"
"2888","17"
"2889","16"
"2890","15"
"2891","24"
"2892","10"
"2893","20"
"2894","1"
"2895","15"
"2896","10"
"2897","6"
"2901","11"
"2902","15"
"2903","1"
"2906","3"
"2907","8"
"2908","9"
"2909","18"
"2910","14"
"2911","9"
"2912","15"
"2913","19"
"2914","19"
"2915","12"
"2916","11"
"2917","12"
"2918","9"
"2919","12"
"3007","10"
"3008","23"
"3009","26"
"3010","28"
"3011","22"
"3012","27"
"3013","23"
"3014","25"
"3015","21"
"3016","23"
"3017","23"
"3018","21"
"3019","20"
"3020","22"
"3021","28"
"3022","33"
"3023","23"
"3024","20"
"3025","30"
"3026","16"
"3027","27"
"3028","24"
"3029","25"
"3030","21"
"3032","22"
"3033","18"
"3034","33"
"3035","21"
"3036","20"
"3037","28"
"3038","36"
"3039","32"
"3040","25"
"3041","30"
"3042","17"
"3043","21"
"3044","21"
"3045","23"
"3046","19"
"3048","22"
"3049","26"
"3050","26"
"3051","32"
"3052","29"
"3053","33"
"3054","18"
"3055","23"
"3056","25"
"3057","34"
"3058","22"
"3059","29"
"3060","27"
"3061","32"
"3062","28"
"3063","19"
"3064","1"
"3065","21"
"3066","32"
"3067","24"
"3068","22"
"3069","23"
"3070","15"
"3071","21"
"3072","20"
"3073","27"
"3074","31"
"3075","28"
"3076","1"
"3229","29"
"3230","35"
"3231","25"
"3232","25"
"3233","37"
"3234","36"
"3235","21"
"3236","21"
"3237","29"
"3238","25"
"3239","43"
"3240","29"
"3241","29"
"3242","24"
"3243","25"
"3244","16"
"3245","28"
"3246","15"
"3247","24"
"3248","19"
"3249","31"
"3250","29"
"3251","27"
"3252","17"
"3253","31"
"3254","35"
"3255","20"
"3256","23"
"3257","21"
"3258","22"
"3259","20"
"3260","21"
"3261","16"
"3262","24"
"3263","31"
"3264","21"
"3265","23"
"3268","20"
"3269","17"
"3270","9"
"3271","28"
"3272","15"
"3273","22"
"3274","12"
"3275","23"
"3276","23"
"3277","15"
"3278","20"
"3279","33"
"3280","19"
"3281","22"
"3282","16"
"3283","24"
"3284","19"
"3285","24"
"3286","20"
"3287","23"
"3288","17"
"3289","20"
"3290","20"
"3291","28"
"3292","19"
"3293","21"
"3294","14"
"3295","21"
"3296","16"
"3297","16"
"3298","27"
"3299","16"
"3300","21"
"3301","19"
"3302","20"
"3303","12"
"3304","33"
"3305","36"
"3306","41"
"3307","35"
"3308","24"
"3309","16"
"3310","30"
"3311","36"
"3312","28"
"3313","34"
"3314","15"
"3315","24"
"3316","26"
"3317","16"
"3318","18"
"3319","15"
"3320","15"
"3321","21"
"3322","24"
"3323","18"
"3324","18"
"3325","16"
"3326","16"
"3327","18"
"3328","19"
"3329","30"
"3330","17"
"3331","25"
"3332","25"
"3333","28"
"3334","15"
"3335","20"
"3336","23"
"3337","24"
"3338","16"
"3339","29"
"8781","39"
"8782","32"
"8783","1"
"8785","29"
"8789","36"
"8791","33"
"8792","33"
"8795","1"
"8797","30"
"8798","48"
"8799","34"
"8800","40"
"8801","34"
"8806","30"
"8807","36"
"8808","34"
"8811","43"
"8815","30"
"8816","24"
"8817","36"
"8818","33"
"8820","38"
"8822","40"
"8825","33"
"8826","24"
"8828","43"
"8829","29"
"8830","36"
"8831","31"
"8835","28"
"8838","51"
"8839","35"
"8842","43"
"8847","44"
"8848","30"
"8850","39"
"8851","44"
"8852","39"
"8853","30"
"8854","25"
"8855","40"
"8856","44"
"8857","41"
"8858","28"
"8859","41"
"8860","28"
"8861","29"
"8862","27"
"8863","26"
"8864","31"
"8865","34"
"8866","36"
"8867","29"
"8868","30"
"8870","33"
"8871","26"
"8872","23"
"8873","26"
"8891","22"
"8892","8"
"8893","13"
"8894","6"
"8895","12"
"8896","17"
"8897","16"
"8898","8"
"8899","18"
"8900","13"
"8901","17"
"8902","15"
"8903","12"
"8904","12"
"8905","6"
"8906","18"
"8907","17"
"8908","15"
"8909","14"
"8910","21"
"8911","7"
"8912","12"
"8913","8"
"8915","16"
"8916","12"
"8917","13"
"8918","20"
"8919","8"
"8920","3"
"8921","10"
"8922","4"
"8923","6"
"8924","16"
"8925","15"
"8926","18"
"8927","20"
"8928","18"
"8929","11"
"8930","5"
"8931","4"
"8932","12"
"8933","17"
"8934","7"
"8935","23"
"8936","17"
"8937","13"
"8938","6"
"8939","22"
"8940","15"
"8941","8"
"8942","20"
"8943","6"
"8944","12"
"8945","9"
"8946","15"
"8947","12"
"8948","11"
"8949","15"
"8950","25"
"8951","8"
"8952","21"
"8953","18"
"8954","15"
"8955","15"
"8956","11"
"8957","4"
"8958","8"
"8959","12"
"8960","13"
"8961","14"
"8962","17"
"8963","18"
"8964","11"
"8965","7"
"8966","13"
"8967","19"
"8968","7"
"8969","10"
"8970","16"
"8971","11"
"8972","4"
"8973","6"
"8974","5"
"8975","4"
"8976","2"
"8977","6"
"8978","3"
"8979","4"
"8980","18"
"8981","9"
"8982","16"
"8983","15"
"8984","8"
"8985","10"
"8986","7"
"8987","14"
"8988","5"
"8989","12"
"8990","14"
"8991","9"
"8992","16"
"8993","2"
"8994","16"
"8995","6"
"8996","5"
"8997","8"
"8998","12"
"8999","13"
"9000","10"
"9001","18"
"9002","18"
"9003","11"
"9004","8"
"9005","10"
"9006","3"
"9007","8"
"9008","3"
"9009","18"
"9010","15"
"9011","15"
"9012","23"
"9013","9"
"9014","18"
"9015","19"
"9016","17"
"9017","3"
"9021","8"
"9022","10"
"9024","9"
"9026","9"
"9028","4"
"9030","7"
"9032","31"
"9043","28"
"9044","4"
"9045","7"
"9046","34"
"9047","9"
"9048","18"
"9049","24"
"9051","24"
"9052","3"
"9053","19"
"9054","20"
"9055","23"
"9056","1"
"9060","1"
"9061","2"
"9062","2"
"9063","4"
"9066","10"
"9067","1"
"9074","11"
"9075","14"
"9077","11"
"9078","14"
"9079","11"
"9080","10"
"9082","29"
"9083","26"
"9084","32"
"9085","22"
"9086","1"
"9087","4"
"9088","4"
"9089","26"
"9090","17"
"9091","1"
"9092","11"
